src_ip,dst_ip,src_port,dst_port,protocol,TotFwdPkts,TotBwdPkts,TotLenFwdPkts,TotLenBwdPkts,FwdPktLenMean,BwdPktLenMean,FwdIATMean,BwdIATMean,FlowDuration,FlowByts/s,FlowPkts/s,Label
162.125.6.20,192.168.31.87,443,33626,TCP,16,0,17773,0,1110.8125,0.0,-1.475156666666666666666666667,0,22.706282,782.7349277173603322639963689,0.7046508098507716939303405111,bulk
162.125.19.131,192.168.31.87,443,33961,TCP,269,0,31187,0,115.93680297397769,0.0,0.2487985111940298507462686567,0,66.678001,467.7254796525768671439325243,4.034314106087253575583347197,bulk
162.125.66.13,192.168.31.87,443,33985,TCP,146,0,51121,0,350.14383561643837,0.0,0.1472531862068965517241379310,0,21.351712,2394.234242200344403296560014,6.837859184312714596375222746,bulk
162.125.66.19,192.168.31.87,443,33954,TCP,4,0,237,0,59.25,0.0,0.0003233333333333333333333333333,0,0.000970,244329.8969072164948453608247,4123.711340206185567010309278,bulk
162.125.66.19,192.168.31.87,443,32159,TCP,579,0,791989,0,1367.8566493955095,0.0,0.007401176470588235294117647059,0,4.277880,185135.8616884999111709538369,135.3474150747566551656427950,bulk
162.125.19.9,192.168.31.87,443,31652,TCP,220,0,13134,0,59.7,0.0,0.02077738356164383561643835616,0,4.550247,2886.436714314629513518716676,48.34902369036230340902372992,bulk
162.125.7.20,192.168.31.87,443,32319,TCP,13,0,1139,0,87.61538461538461,0.0,0.1104073333333333333333333333,0,1.324888,859.6953100941362590649171855,9.812150159107788733840143469,bulk
162.125.66.19,192.168.31.87,443,32330,TCP,245,0,343161,0,1400.6571428571428,0.0,0.001872655737704918032786885246,0,0.456928,751017.6658029273758666573289,536.1895090692625534000980461,bulk
162.125.66.19,192.168.31.87,443,32331,TCP,6,0,407,0,67.83333333333333,0.0,0.0019652,0,0.009826,41420.72053734988805210665581,610.6248727864848361489924690,bulk
162.125.66.19,192.168.31.87,443,32332,TCP,6,0,407,0,67.83333333333333,0.0,0.0019216,0,0.009608,42360.53288925895087427144047,624.4796003330557868442964197,bulk
162.125.66.19,192.168.31.87,443,32333,TCP,6,0,407,0,67.83333333333333,0.0,0.001878,0,0.009390,43343.98296059637912673056443,638.9776357827476038338658147,bulk
162.125.66.19,192.168.31.87,443,32552,TCP,6,0,407,0,67.83333333333333,0.0,0.0014284,0,0.007142,56986.83842061047325679081490,840.1008120974516942033043965,bulk
162.125.66.19,192.168.31.87,443,32553,TCP,6,0,407,0,67.83333333333333,0.0,0.0013848,0,0.006924,58781.05141536683997689196996,866.5511265164644714038128250,bulk
162.125.8.20,192.168.31.87,443,32562,TCP,24,0,2161,0,90.04166666666667,0.0,0.7882202608695652173913043478,0,42.818681,50.46862606533816396633049019,0.5605030196983414785710003538,bulk
10.8.8.138,23.21.114.223,59271,443,TCP,179,97,88481,34926,494.3072625698324,360.0618556701031,1.282196157303370786516853933,2.37733625,228.462091,540.1640134686502541027692861,1.208077886322068198176475589,bulk
10.8.8.138,74.125.22.188,49466,5228,TCP,9,8,468,416,52.0,52.0,45.229001875,45.22979571428571428571428571,361.832015,2.443122673929226522423672212,0.04698312834479281773891677330,bulk
10.8.8.138,131.202.244.3,9240,53,UDP,1,1,63,63,63.0,63.0,0,0,0.253061,497.9036674951889070224175199,7.903232817383950905117738411,bulk
10.8.8.138,75.101.155.12,54414,21,TCP,36,37,5363,7823,148.97222222222223,211.43243243243242,6.649052742857142857142857143,6.464315222222222222222222222,232.947356,56.60506402141778333813756615,0.3133755250692778843989111428,bulk
10.8.8.138,204.236.238.164,50940,21,TCP,175,124,23440,22370,133.94285714285715,180.40322580645162,1.884989109195402298850574713,2.664723552845528455284552846,327.988105,139.6696993020524326636784587,0.9116184259182204183898681326,bulk
10.8.8.138,204.236.238.164,50941,21,TCP,78,59,10872,11911,139.3846153846154,201.88135593220338,2.163995727272727272727272727,2.869057224137931034482758621,166.631363,136.7269617784978449705173449,0.8221741545737701251354464405,bulk
10.8.8.138,204.236.238.164,59805,1878,TCP,220,95,281779,9174,1280.8136363636363,96.56842105263158,0.01315685388127853881278538813,0.02824879787234042553191489362,2.881351,100977.9787328930074815598655,109.3237165482442090533225560,bulk
10.8.8.138,204.236.238.164,44296,1901,TCP,79,43,89936,6470,1138.4303797468353,150.46511627906978,0.02442635897435897435897435897,0.04007221428571428571428571429,1.905256,50600.02435368265471936579651,64.03338973870178075807135629,bulk
10.8.8.138,204.236.238.164,53875,1879,TCP,180,89,227580,8862,1264.3333333333333,99.57303370786516,0.01326152513966480446927374302,0.024480125,2.373813,99604.30750021168474517579944,113.3197939349055717531246143,bulk
10.8.8.138,204.236.238.164,35158,1335,TCP,12,12,1150,5095,95.83333333333333,424.5833333333333,0.09677236363636363636363636364,0.09686709090909090909090909091,1.307798,4775.202286591660179936045169,18.35145794686947066748840417,bulk
10.8.8.138,204.236.238.164,32797,1742,TCP,274,137,355655,11358,1298.0109489051094,82.9051094890511,0.008641025641025641025641025641,0.01573458088235294117647058824,2.359000,155579.9067401441288681644765,174.2263671047053836371343790,bulk
10.8.8.138,204.236.238.164,36877,1410,TCP,262,172,338786,13178,1293.0763358778627,76.61627906976744,0.01013055555555555555555555556,0.01415960233918128654970760234,2.644075,133114.2270926505488686969923,164.1405784631676484214706466,bulk
10.8.8.138,204.236.238.164,55089,1528,TCP,217,100,278271,9434,1282.3548387096773,94.34,0.01254316203703703703703703704,0.02494374747474747474747474747,2.709323,106190.7347333632793136883273,117.0033990041054536502292270,bulk
10.8.8.138,204.236.238.164,41865,1318,TCP,12,12,1166,5271,97.16666666666667,439.25,0.089058,0.088601,1.204829,5342.666884678240646597981954,19.91983924689727753897026051,bulk
10.8.8.138,204.236.238.164,48596,1592,TCP,2230,1125,3014062,62734,1351.5973094170404,55.763555555555556,0.002879858232391206819201435621,0.005516578291814946619217081851,6.419204,479311.1420045226791359177867,522.6504719276720291176289147,bulk
10.8.8.138,204.236.238.164,53881,1362,TCP,1989,973,2687515,54830,1351.1890397184516,56.351490236382325,0.003035919014084507042253521127,0.005985624485596707818930041152,6.035407,454376.1506059160550398672368,490.7705478686027305200792589,bulk
10.8.8.138,204.236.238.164,40097,1774,TCP,974,616,1307029,37298,1341.9188911704312,60.548701298701296,0.004678098663926002055498458376,0.007044252032520325203252032520,4.551790,295340.2946972509715957897882,349.3131273630813372321658073,bulk
10.8.8.138,204.236.238.164,49065,1616,TCP,1064,527,1429786,31638,1343.7838345864661,60.03415559772296,0.003729828786453433678269049859,0.007114420152091254752851711027,3.964808,368598.9334161956896777851538,401.2804655357838261020457989,bulk
10.8.8.138,204.236.238.164,41998,1306,TCP,684,482,912331,30234,1333.8172514619882,62.726141078838175,0.006104815519765739385065885798,0.008206798336798336798336798337,4.169589,226057.0526255705298531821722,279.6438689760549540973942516,bulk
10.8.8.138,204.236.238.164,45363,1406,TCP,226,139,290595,11462,1285.8185840707965,82.46043165467626,0.01178882222222222222222222222,0.01752084782608695652173913043,2.652485,113876.9870517646659641807588,137.6068102175884123755648006,bulk
10.8.8.138,204.236.238.164,40594,1516,TCP,242,153,312349,12190,1290.698347107438,79.67320261437908,0.01075771784232365145228215768,0.01557875,2.592610,125178.4880872942710241802662,152.3561198946235646703514991,bulk
10.8.8.138,204.236.238.164,53887,1362,TCP,261,117,337214,10318,1292.007662835249,88.1880341880342,0.01108178846153846153846153846,0.02282444827586206896551724138,2.881265,120617.8536163803051784546024,131.1923755711467011885404501,bulk
10.8.8.138,204.236.238.164,57961,1602,TCP,267,190,346190,15258,1296.5917602996255,80.30526315789474,0.01053103759398496240601503759,0.01361598412698412698412698413,2.801256,129030.6919467553126169118424,163.1411052756335015435933024,bulk
10.8.8.138,204.236.238.164,34323,1701,TCP,1888,1036,2550312,59522,1350.800847457627,57.45366795366795,0.005168163222045574986751457340,0.009207297584541062801932367150,9.752324,267611.4944499382916318202718,299.8259696868151632369884348,bulk
10.8.8.138,204.236.238.164,36949,1942,TCP,12,12,1022,5895,85.16666666666667,491.25,0.08978827272727272727272727273,0.089902,1.217922,5679.345639540134754113974458,19.70569543862414834447526196,bulk
10.8.8.138,204.236.238.164,44243,1979,TCP,2232,1051,3017126,58886,1351.7589605734768,56.02854424357754,0.003068710443747198565665620798,0.006306418095238095238095238095,6.846293,449295.9912758627187004704590,479.5295789999054963028897536,bulk
10.8.8.138,204.236.238.164,37558,1382,TCP,1990,934,2689263,52802,1351.3884422110552,56.53319057815846,0.003223788335847159376571141277,0.006637595927116827438370846731,6.412115,427638.1505946165968639052793,456.0117839433634611980602344,bulk
10.8.8.138,204.236.238.164,33454,1971,TCP,962,530,1290613,31794,1341.593555093555,59.988679245283016,0.004062180020811654526534859521,0.006967489603024574669187145558,3.903755,338752.5600351456482284364669,382.1961163034053110402676397,bulk
10.8.8.138,204.236.238.164,41747,1583,TCP,1065,446,1430974,27426,1343.637558685446,61.493273542600896,0.003782147556390977443609022556,0.008542107865168539325842696629,4.024205,362406.9847336306177244946517,375.4778894216373171843879723,bulk
10.8.8.138,204.236.238.164,37288,1394,TCP,1834,950,2474694,55590,1349.3424209378409,58.51578947368421,0.003055670485542825968357883252,0.005658065331928345626975763962,5.601044,451752.2090524552208481133160,497.0501927854878483368457738,bulk
10.8.8.138,204.236.238.164,39665,1853,TCP,683,327,911115,21238,1333.9897510980966,64.9480122324159,0.004789951612903225806451612903,0.009318561349693251533742331288,3.266747,285407.1649870651140109717710,309.1760702619455990929202659,bulk
10.8.8.138,204.236.238.164,47056,1265,TCP,12,12,1022,5959,85.16666666666667,496.5833333333333,0.09353772727272727272727272727,0.09272881818181818181818181818,1.263939,5523.209585272706989815173042,18.98825813587522815578916388,bulk
10.8.8.138,204.236.238.164,56680,1855,TCP,274,133,355879,11150,1298.8284671532847,83.83458646616542,0.008735318681318681318681318681,0.01633110606060606060606060606,2.384742,153907.2151201262023313213756,170.6683574156030295939770424,bulk
10.8.8.138,204.236.238.164,38108,1841,TCP,12,12,1326,5831,110.5,485.9166666666667,0.08898063636363636363636363636,0.08953054545454545454545454545,1.206955,5929.798542613436292156708411,19.88475129561582660496870223,bulk
10.8.8.138,204.236.238.164,60570,1955,TCP,262,94,339154,9122,1294.4809160305344,97.04255319148936,0.009423701149425287356321839080,0.02393236559139784946236559140,2.459586,141599.4399057402343321193079,144.7398058047167287502856172,bulk
10.8.8.138,204.236.238.164,43679,1291,TCP,12,12,1006,5879,83.83333333333333,489.9166666666667,0.08874663636363636363636363636,0.08831045454545454545454545455,1.202517,5725.490783082484488784773937,19.95813780595201564718003987,bulk
10.8.8.138,204.236.238.164,45849,1781,TCP,31669,15905,42959580,861926,1356.5183618049196,54.192140836215025,0.001409902014652014652014652015,0.002792659834004024144869215292,44.648777,981471.5865565589848071314473,1065.516307423157413695788353,bulk
10.8.8.138,204.236.238.164,39647,1910,TCP,12,12,1230,5959,102.5,496.5833333333333,0.08823854545454545454545454545,0.08733218181818181818181818182,1.192746,6027.268169417461890461171113,20.12163528529963630144221821,bulk
10.8.8.138,204.236.238.164,33796,1751,TCP,7525,3832,10193003,205178,1354.5518936877077,53.54331941544885,0.001630254917597022860180754918,0.003140913860610806577916992952,12.266038,847721.2446268306033292901913,925.8898431588097150848546205,bulk
10.8.8.138,131.202.244.3,43896,53,UDP,1,1,63,63,63.0,63.0,0,0,0.265880,473.8979990973371445765006770,7.522190461862494358357153603,bulk
10.8.8.138,204.236.238.164,50975,21,TCP,22,19,2862,5894,130.0909090909091,310.2105263157895,3.012280619047619047619047619,3.5019005,63.257893,138.4175094165719367225841683,0.6481404620922166977644987322,bulk
10.8.8.138,204.236.238.164,58134,1813,TCP,12,12,1070,6007,89.16666666666667,500.5833333333333,0.08781663636363636363636363636,0.08878645454545454545454545455,1.194066,5926.808065885805307244323178,20.09939149092261231791207521,bulk
10.8.8.138,204.236.238.164,49463,1336,TCP,1905,896,2574232,50826,1351.3028871391077,56.72544642857143,0.003196266806722689075630252101,0.006552646927374301675977653631,6.085692,431349.1382738396882392339277,460.2599014212352514718129015,bulk
10.8.8.138,23.21.114.223,59312,443,TCP,109,60,51080,21518,468.6238532110092,358.6333333333333,1.205802814814814814814814815,2.203357864406779661016949153,130.226704,557.4739878235726521958199910,1.297736906556431006654364837,bulk
10.8.8.138,204.236.238.164,52025,1361,TCP,12,13,974,6155,81.16666666666667,473.46153846153845,0.08877054545454545454545454545,0.08222625,1.207243,5905.190587147740761387723930,20.70834123701690546145225112,bulk
10.8.8.138,204.236.238.164,51013,1274,TCP,183,108,231048,9850,1262.5573770491803,91.20370370370371,0.01283847252747252747252747253,0.01979493457943925233644859813,2.336602,103097.5750256141182794502444,124.5398232133671031694743050,bulk
10.8.8.138,204.236.238.164,47604,1999,TCP,12,13,1294,6219,107.83333333333333,478.38461538461536,0.08548327272727272727272727273,0.07841425,1.156709,6495.151330196272355449814949,21.61304182815211085934318830,bulk
10.8.8.138,204.236.238.164,49906,1297,TCP,196,104,248737,9642,1269.0663265306123,92.71153846153847,0.01262435384615384615384615385,0.02161259223300970873786407767,2.461749,104957.4916045461986579460376,121.8645767704181051764416275,bulk
10.8.8.138,204.236.238.164,59113,1768,TCP,250,113,323101,10110,1292.404,89.46902654867256,0.01032218875502008032128514056,0.0209558125,2.570225,129642.7355581709772490735247,141.2327714499703333365755916,bulk
10.8.8.138,131.202.244.3,33250,53,UDP,1,1,63,63,63.0,63.0,0,0,0.268376,469.4905654753033058097594420,7.452231198020687393805705428,bulk
10.8.8.138,75.101.155.12,54459,21,TCP,30,26,4343,6981,144.76666666666668,268.5,2.553160827586206896551724138,2.95271732,74.041664,152.9409171571292617086509563,0.7563309220062909445146991834,bulk
10.8.8.138,74.125.226.56,59887,443,UDP,4,3,1863,1760,465.75,586.6666666666666,0.161014,0.1190325,0.483042,7500.382989470894870425346036,14.49149349331942149957974669,bulk
10.8.8.138,74.125.226.56,51239,443,TCP,13,10,1571,817,120.84615384615384,81.7,7.59354275,10.12376933333333333333333333,91.333001,26.14608053884050081744275544,0.2518257338330533998329913631,bulk
10.8.8.138,204.236.238.164,57396,1517,TCP,247,118,318873,10370,1290.9838056680162,87.88135593220339,0.01736132113821138211382113821,0.03447576923076923076923076923,4.270885,77090.11130011695468269457033,85.46238074778412436766618628,bulk
10.8.8.138,74.125.226.35,54373,443,UDP,4,3,3215,1585,803.75,528.3333333333334,0.1619306666666666666666666667,0.1199145,0.485792,9880.772017653646004874514195,14.40945919241156709044199987,bulk
10.8.8.138,74.125.226.35,60722,443,TCP,15,13,1447,5029,96.46666666666667,386.84615384615387,6.5067025,7.591979416666666666666666667,91.313691,70.92036176699943056731766543,0.3066352886775762902848818147,bulk
10.8.8.138,75.101.155.12,34299,1685,TCP,241,119,310804,10422,1289.643153526971,87.5798319327731,0.02159811666666666666666666667,0.04200445762711864406779661017,5.183548,61970.29524950863771301047082,69.45049992784864729717946086,bulk
10.8.8.138,204.236.238.164,38885,1535,TCP,210,108,268398,9850,1278.0857142857142,91.20370370370371,0.01223776555023923444976076555,0.02164861682242990654205607477,2.557693,108788.6622827681039123929260,124.3307934142213314889629052,bulk
10.8.8.138,75.101.155.12,41166,1831,TCP,251,122,323905,10578,1290.4581673306773,86.70491803278688,0.018757348,0.03679641322314049586776859504,4.689337,71328.42020097937085775665089,79.54216129060462065319681652,bulk
10.8.8.138,74.125.226.33,41347,443,TCP,14,12,1399,4978,99.92857142857143,414.8333333333333,3.533526153846153846153846154,4.177562909090909090909090909,46.170699,138.1179002726382808282802909,0.5631277100656414146989630805,bulk
10.8.8.138,74.125.226.33,36920,443,UDP,8,5,5465,5219,683.125,1043.8,0.06737371428571428571428571429,0.0586765,0.471616,22654.02361243045189306554485,27.56479848011941918849233275,bulk
10.8.8.138,74.125.226.64,43452,443,TCP,12,9,1519,765,126.58333333333333,85.0,4.172580,5.7379345,46.115656,49.52764848449732559372027582,0.4553768030536093859317538495,bulk
10.8.8.138,74.125.226.64,58926,443,UDP,9,8,2688,6908,298.6666666666667,863.5,0.136785625,0.1218567142857142857142857143,1.094285,8769.196324540681815066458921,15.53525818228340880118067962,bulk
10.8.8.138,204.236.238.164,38897,1615,TCP,3330,1760,4510864,97178,1354.6138138138137,55.214772727272724,0.003783773205166716731751276660,0.007023565093803297328027288232,12.596181,365828.4999239055075502646397,404.0907319448648761080838708,bulk
10.8.8.138,204.236.238.164,44283,1981,TCP,197,132,250949,11098,1273.8527918781726,84.07575757575758,0.01245465816326530612244897959,0.01691709160305343511450381679,2.441113,107347.3452478439138212774255,134.7745884766497904849140535,bulk
10.8.8.138,204.236.238.164,36577,1214,TCP,222,110,284339,9954,1280.8063063063064,90.49090909090908,0.01264492760180995475113122172,0.02361734862385321100917431193,2.794529,105310.4118797836773209367303,118.8035622460886968787942440,bulk
10.8.8.138,204.236.238.164,34545,1481,TCP,210,146,268302,11826,1277.6285714285714,81.0,0.01117922488038277511961722488,0.01461267586206896551724137931,2.336458,119894.3015453305815897396829,152.3673868736352204918727407,bulk
10.8.8.138,131.202.244.3,9393,53,UDP,1,1,63,63,63.0,63.0,0,0,0.288849,436.2140772514358713376193097,6.924032972245013830755862059,bulk
10.8.8.138,75.101.155.12,54472,21,TCP,26,23,3917,6506,150.65384615384616,282.8695652173913,0.375231,0.4146224545454545454545454545,9.380775,1111.102227694406912008869203,5.223449022069072118241829700,bulk
10.8.8.138,75.101.155.12,55570,1420,TCP,12,13,1182,6891,98.5,530.0769230769231,0.089016,0.08186058333333333333333333333,1.205566,6696.439680614748591118196764,20.73714753070342063395948459,bulk
10.8.8.129,10.8.8.130,5351,57405,UDP,0,9,0,270,0.0,30.0,0,7.99138575,63.931086,4.223297567633998896874675334,0.1407765855877999632291558445,bulk
10.8.8.130,239.255.255.250,45286,1900,UDP,4,0,615,0,153.75,0.0,2.003594,0,6.010782,102.3161379001933525454757800,0.6654708156110136750925253985,bulk
10.8.8.130,198.7.63.141,1783,53,UDP,1,1,61,398,61.0,398.0,0,0,2.155873,212.9067899639728314237434209,0.9276984312155678929139146879,bulk
10.8.8.130,78.46.223.24,1783,53,UDP,1,1,61,398,61.0,398.0,0,0,2.156364,212.8583114910098666087914656,0.9274871960392586780339497413,bulk
10.8.8.130,78.46.223.24,11982,53,UDP,1,1,69,385,69.0,385.0,0,0,1.949045,232.9345910433058241343837623,1.026143572877999225261602477,bulk
10.8.8.130,78.46.223.24,24755,53,UDP,1,1,69,120,69.0,120.0,0,0,1.950914,96.87766862096432748957668047,1.025160514507559021053721486,bulk
10.8.8.130,78.46.223.24,20960,53,UDP,1,1,61,133,61.0,133.0,0,0,2.143598,90.50204376007068489520889644,0.9330107604130998442805040871,bulk
10.8.8.130,78.46.223.24,30766,53,UDP,1,1,61,398,61.0,398.0,0,0,2.149747,213.5134971696669422029662095,0.9303420355976773080739268388,bulk
10.8.8.130,78.46.223.24,50832,53,UDP,1,1,61,133,61.0,133.0,0,0,2.149498,90.25363131298563664632393238,0.9304498073503673881064322926,bulk
10.8.8.130,78.46.223.24,54223,53,UDP,1,1,69,385,69.0,385.0,0,0,1.950654,232.7424545818991989353314324,1.025297156748454620860490892,bulk
10.8.8.130,78.46.223.24,42021,53,UDP,1,1,69,120,69.0,120.0,0,0,1.950856,96.88054884625005638550461951,1.025190993082011178682588566,bulk
10.8.8.130,78.46.223.24,60756,53,UDP,1,1,69,385,69.0,385.0,0,0,1.946147,233.2814530454277092120995999,1.027671599319064798291187665,bulk
10.8.8.130,78.46.223.24,28678,53,UDP,1,1,69,385,69.0,385.0,0,0,1.950473,232.7640526169805990649447596,1.025392302277447572973324932,bulk
10.8.8.130,78.46.223.24,40583,53,UDP,1,1,69,120,69.0,120.0,0,0,1.950676,96.88948856704034908923880747,1.025285593302014276076601137,bulk
10.8.8.130,78.46.223.24,59366,53,UDP,1,1,69,385,69.0,385.0,0,0,1.945847,233.3174190982127577348064879,1.027830040080232412928662942,bulk
10.8.8.130,78.46.223.24,52439,53,UDP,1,1,69,120,69.0,120.0,0,0,1.949989,96.92362367172327638771295633,1.025646811340987051721830226,bulk
10.8.8.130,78.46.223.24,47646,53,UDP,1,1,69,385,69.0,385.0,0,0,1.950025,232.8175279804105075575954154,1.025627876565685055319803592,bulk
10.8.8.130,78.46.223.24,63312,53,UDP,1,1,69,120,69.0,120.0,0,0,1.949953,96.92541307405870808168196874,1.025665746815436064356422950,bulk
10.8.8.130,78.46.223.24,4542,53,UDP,1,1,57,373,57.0,373.0,0,0,1.949875,220.5269568562087313289313418,1.025706776075389448041541124,bulk
10.8.8.130,78.46.223.24,16474,53,UDP,1,1,57,108,57.0,108.0,0,0,1.950111,84.61056832149554563817136563,1.025582646321158128947531705,bulk
10.8.8.130,78.46.223.24,60463,53,UDP,1,1,69,120,69.0,120.0,0,0,1.949300,96.95788231672908223464833530,1.026009336684963833170881855,bulk
10.8.8.130,78.46.223.24,48844,53,UDP,1,1,57,373,57.0,373.0,0,0,1.949204,220.6028717363600731375474296,1.026059868541209642500220603,bulk
10.8.8.130,78.46.223.24,43176,53,UDP,1,1,57,108,57.0,108.0,0,0,1.949322,84.64481496643448337421934396,1.025997757168902828778416290,bulk
10.8.8.130,78.46.223.24,57243,53,UDP,1,1,57,373,57.0,373.0,0,0,1.949123,220.6120393633444374726479550,1.026102508666718313826269558,bulk
10.8.8.130,78.46.223.24,24309,53,UDP,1,1,57,108,57.0,108.0,0,0,1.949157,84.65198031764501269010141307,1.026084609910848638667895916,bulk
10.8.8.130,78.46.223.24,19831,53,UDP,1,1,57,373,57.0,373.0,0,0,1.948694,220.6606065395593151105304373,1.026328402509578209816420639,bulk
10.8.8.130,78.46.223.24,38360,53,UDP,1,1,69,385,69.0,385.0,0,0,1.945250,233.3890245469733967356380928,1.028145482585785888703251510,bulk
10.8.8.130,78.46.223.24,49112,53,UDP,1,1,69,120,69.0,120.0,0,0,1.947646,97.04022188837191152807029614,1.026880654903406471196511070,bulk
10.8.8.130,78.46.223.24,31413,53,UDP,1,1,69,385,69.0,385.0,0,0,1.947667,233.0993953278460845719519815,1.026869582942053235999788465,bulk
10.8.8.130,78.46.223.24,53823,53,UDP,1,1,69,120,69.0,120.0,0,0,1.947730,97.03603682235217406930118651,1.026836368490499196500541656,bulk
10.8.8.130,78.46.223.24,5634,53,UDP,1,1,57,373,57.0,373.0,0,0,1.947886,220.7521384721693158634540214,1.026754132428694492388158239,bulk
